"","IND_costdiff_secondlast_lstransaction","Z_totalcount","IND_car_age_last3coverage","IND_0_25_percentile_shopping_pt_state","IND_25_50_percentile_shopping_pt_state","IND_50_75_percentile_shopping_pt_state","Ind_D_equalto_most_popular_D_in_state_switch_likelihood","Ind_duration_previous_last_secondlast_different","A","D","E","G","y","Z_time_diff_last_secondlast","IND_time_12_18","Ind_A_same_first_to_last_switch_likelihood","Ind_B_same_first_to_last_switch_likelihood","Z_cost_positivecount","homeowner","Ind_G_same_first_to_last_switch_likelihood","Ind_C_equalto_most_popular_C_in_state_switch_likelihood"
"34147",1,3,0,0,1,0,0,0,2,3,0,2,1,60,0,1,1,2,0,1,1
"34148",0,1,0,1,0,0,1,0,2,3,0,2,0,60,0,0,0,1,0,0,0
"34149",0,4,0,0,0,1,1,0,0,1,0,2,0,120,1,1,0,4,0,0,0
"34150",0,2,0,0,1,0,0,0,1,3,1,2,1,120,0,0,0,0,1,0,1
"34151",1,5,0,0,0,0,1,0,2,1,0,4,0,300,1,1,1,3,0,1,1
"34152",0,3,0,0,0,1,0,0,1,3,0,3,0,240,1,0,1,1,1,1,1
"34153",0,4,0,0,0,1,0,0,0,3,0,1,1,0,1,1,0,1,1,0,1
"34154",0,2,0,0,0,0,0,0,0,3,0,2,0,120,1,1,0,1,1,0,1
"34155",0,1,1,1,0,0,0,1,0,3,0,1,1,60,1,1,0,0,1,1,0
"34156",0,4,0,0,0,1,0,0,1,3,1,4,0,300,1,0,1,2,1,1,0
"34157",0,4,0,0,1,0,1,0,0,1,0,2,0,60,0,1,1,1,0,1,1
"34158",0,3,0,0,0,0,0,0,0,3,0,2,0,300,1,1,0,2,0,0,1
"34159",1,1,1,1,0,0,0,0,1,3,0,2,0,0,1,1,0,1,0,0,1
"34160",0,2,0,0,1,0,1,0,1,1,0,1,0,60,1,0,0,2,0,0,1
"34161",0,1,0,1,0,0,0,0,2,3,1,2,0,540,0,0,0,1,1,0,0
"34162",0,1,0,0,0,1,0,0,1,3,1,3,0,120,0,0,1,1,0,1,1
"34163",0,2,0,0,1,0,0,0,1,3,0,2,0,60,1,0,0,0,1,0,0
"34164",0,6,0,0,0,0,1,0,1,3,0,4,0,60,0,0,1,3,1,1,1
"34165",0,1,0,0,1,0,0,0,1,3,1,4,0,60,1,0,0,1,0,0,0
"34166",0,3,0,0,1,0,1,0,1,2,1,1,0,120,1,0,0,2,0,0,0
"34167",0,4,0,0,1,0,1,0,2,2,1,2,0,60,1,0,0,2,0,0,0
"34168",0,4,0,0,0,1,0,0,0,3,0,1,1,0,1,1,1,2,0,1,0
"34169",0,3,0,0,0,0,0,0,1,3,1,3,0,120,1,0,0,1,1,0,0
"34170",0,1,0,0,1,0,0,0,1,3,1,1,0,120,1,0,0,0,1,0,1
"34171",0,3,0,0,1,0,0,0,1,3,0,4,0,120,1,0,0,3,1,0,0
"34172",0,3,0,0,1,0,0,0,1,3,1,2,0,0,1,1,0,3,1,0,1
"34173",1,3,0,0,1,0,0,0,1,3,0,2,0,120,1,0,1,1,1,1,0
"34174",0,3,0,0,0,1,0,0,2,3,1,3,0,60,1,1,0,0,1,0,0
"34175",0,2,1,1,0,0,0,0,0,3,0,3,0,60,1,1,0,1,1,0,1
"34176",0,8,0,0,0,0,0,0,1,3,0,3,0,60,1,1,0,4,0,0,1
"34177",0,2,0,0,0,1,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"34178",1,4,0,0,0,0,0,0,1,3,0,2,0,1500,0,0,0,3,1,0,0
"34179",0,1,0,1,0,0,1,0,2,2,0,2,1,0,1,1,0,1,1,0,0
"34180",0,5,0,0,0,1,0,0,1,3,1,3,0,60,0,0,0,2,1,0,0
"34181",0,7,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,3,0,1,1
"34182",0,3,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0
"34183",0,1,1,1,0,0,1,0,0,1,0,2,0,120,1,0,0,0,1,0,0
"34184",1,1,0,0,1,0,1,0,0,2,0,2,0,60,0,0,0,1,1,0,0
"34185",0,4,0,0,0,1,0,0,0,3,0,1,0,60,0,1,0,2,1,0,0
"34186",0,3,0,0,0,0,1,0,1,2,0,1,0,60,1,1,0,3,0,0,1
"34187",0,2,0,1,0,0,0,0,2,3,0,2,1,180,1,1,0,1,0,0,0
"34188",0,6,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,4,0,0,1
"34189",0,3,0,0,1,0,1,0,1,1,0,2,0,60,1,1,1,3,1,1,0
"34190",0,2,0,1,0,0,0,0,2,1,0,2,1,60,1,1,1,1,0,1,1
"34191",0,2,0,1,0,0,0,0,1,2,1,2,0,60,0,0,0,0,1,0,0
"34192",0,1,0,1,0,0,0,0,2,3,1,4,0,60,0,1,0,0,1,0,1
"34193",1,4,0,0,0,0,0,0,2,3,0,2,0,120,1,1,0,2,0,0,0
"34194",1,5,0,0,1,0,1,0,1,3,0,3,1,60,1,1,0,4,1,1,0
"34195",1,3,0,1,0,0,1,0,0,2,0,2,0,180,1,1,0,2,0,0,1
"34196",1,1,1,1,0,0,0,0,1,3,0,3,1,60,1,0,0,1,1,0,1
"34197",0,1,0,1,0,0,1,0,0,2,0,2,0,60,1,0,0,1,1,0,0
"34198",0,0,0,0,1,0,0,0,1,3,1,2,0,120,0,0,0,0,1,0,0
"34199",0,2,0,0,0,0,0,0,1,3,1,1,1,300,1,0,0,1,1,1,0
"34200",0,2,0,1,0,0,0,0,0,3,0,3,0,120,1,1,0,1,0,0,1
"34201",0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1
"34202",0,4,0,0,0,0,1,0,1,2,1,2,0,5100,1,0,1,3,0,1,0
"34203",0,3,0,0,1,0,0,0,0,3,0,3,0,60,1,0,0,3,1,0,1
"34204",1,3,0,1,0,0,1,0,2,2,1,3,1,180,1,0,0,3,1,0,0
"34205",0,3,0,0,1,0,0,0,0,3,0,1,0,360,0,1,1,1,1,1,1
"34206",1,4,0,0,0,1,1,0,1,2,1,1,0,60,1,0,0,2,1,0,1
"34207",0,4,0,0,0,0,0,0,1,3,1,2,0,1980,1,1,0,1,0,0,0
"34208",0,3,0,0,1,0,1,0,2,2,0,1,0,3600,0,1,1,1,0,1,1
"34209",0,1,0,0,1,0,1,0,0,2,0,1,0,60,1,0,0,1,0,0,0
"34210",0,2,0,0,1,0,0,0,1,3,0,2,1,60,0,1,1,2,1,1,1
"34211",0,2,0,0,0,0,0,0,1,3,0,1,1,60,1,0,1,0,0,1,0
"34212",0,4,0,0,0,1,0,0,1,3,1,1,1,840,1,0,0,3,1,0,1
"34213",1,5,0,0,0,0,1,0,1,2,1,3,0,300,0,1,1,4,0,1,1
"34214",0,3,0,0,0,0,0,0,1,3,0,2,0,60,1,0,0,2,1,0,1
"34215",0,4,0,0,0,1,1,0,0,3,0,1,0,120,0,1,0,2,0,0,0
"34216",1,4,0,0,1,0,0,0,0,3,0,2,0,60,0,0,0,4,0,0,0
"34217",1,3,0,0,1,0,1,0,1,2,1,2,0,240,1,0,0,3,0,0,0
"34218",0,2,0,0,1,0,1,0,1,2,0,2,0,60,0,0,0,1,1,0,0
"34219",0,3,0,0,0,1,0,0,1,3,0,4,1,60,0,0,1,3,0,1,0
"34220",1,3,0,1,0,0,1,0,1,1,0,2,1,240,0,1,0,2,0,0,1
"34221",0,1,0,1,0,0,0,0,1,3,0,3,0,60,1,0,0,1,1,0,0
"34222",0,4,0,0,0,1,1,0,1,2,0,2,0,60,0,1,1,3,0,1,0
"34223",0,2,0,0,0,1,0,0,1,3,1,2,0,300,1,0,0,1,1,0,0
"34224",1,3,0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,1,1,0,1
"34225",0,1,0,0,1,0,0,0,2,3,1,2,0,60,0,0,0,1,0,0,0
"34226",0,5,0,0,0,0,1,0,1,2,1,1,0,60,0,0,0,2,0,0,1
"34227",0,4,0,0,0,1,0,0,0,3,0,3,0,1560,0,1,0,2,0,0,1
"34228",0,2,0,1,0,0,0,0,1,3,1,3,1,240,1,0,0,0,0,1,0
"34229",0,1,1,1,0,0,1,0,0,2,0,2,0,60,1,1,0,0,0,0,1
"34230",0,4,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,2,0,0,0
"34231",0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,3,0,0,0
"34232",0,3,0,0,0,1,0,0,2,3,1,3,0,180,1,0,0,2,0,0,1
"34233",0,2,0,0,1,0,0,0,1,3,1,1,1,60,0,1,0,1,0,0,1
"34234",0,3,0,0,0,1,0,0,1,3,1,1,0,300,1,0,1,1,1,1,1
"34235",0,2,0,1,0,0,0,0,0,3,0,2,0,120,1,1,1,0,1,1,0
"34236",0,4,0,0,0,1,0,0,2,3,1,3,0,180,1,1,0,2,1,0,0
"34237",0,2,0,0,1,0,1,0,0,3,0,2,1,60,1,1,0,1,0,0,0
"34238",0,1,0,0,1,0,0,0,1,3,0,2,0,60,0,0,1,0,1,1,1
"34239",0,2,0,1,0,0,1,0,1,1,1,1,0,240,1,0,1,1,1,1,0
"34240",1,3,0,1,0,0,0,0,1,3,1,2,0,120,1,0,1,3,0,1,0
"34241",0,6,0,0,0,0,0,0,1,1,1,2,0,180,0,1,1,5,1,1,0
"34242",0,2,0,0,1,0,1,0,1,3,1,3,0,240,1,0,0,2,0,0,0
"34243",0,4,0,0,0,1,1,0,1,2,1,1,0,180,0,0,0,2,0,0,1
"34244",1,2,0,1,0,0,0,0,1,3,0,2,0,60,1,1,0,2,0,0,1
"34245",0,2,0,1,0,0,1,0,1,2,1,2,0,60,0,0,1,1,1,1,0
"34246",1,2,0,1,0,0,0,0,1,3,1,2,0,0,0,0,1,1,0,1,1
"34247",0,1,0,0,1,0,0,0,1,3,0,3,0,60,1,0,0,1,1,0,0
"34248",0,2,0,0,0,1,0,0,1,3,0,2,0,120,1,1,0,2,0,0,1
"34249",0,1,1,1,0,0,1,0,0,2,0,2,0,60,1,1,1,0,0,1,1
"34250",0,2,0,0,0,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"34251",0,3,0,0,1,0,0,0,1,3,1,2,1,60,1,0,0,1,0,0,0
"34252",0,2,0,1,0,0,0,0,1,3,0,2,1,23760,0,1,1,2,0,1,1
"34253",0,4,0,0,1,0,1,0,1,2,1,1,0,11280,1,0,1,1,0,1,1
"34254",0,5,0,0,0,1,0,0,1,1,0,1,1,120,1,1,0,3,1,0,1
"34255",0,5,0,0,1,0,0,0,1,3,0,1,0,120,0,0,0,3,1,0,1
"34256",0,1,0,1,0,0,0,0,1,3,0,3,1,180,0,0,0,0,1,1,0
"34257",0,2,0,1,0,0,1,0,1,2,0,3,0,0,1,0,1,1,1,1,0
"34258",0,1,0,0,1,0,1,0,0,2,0,1,0,120,1,1,0,0,1,0,1
"34259",1,2,0,1,0,0,1,0,0,2,0,2,0,0,1,0,1,2,1,1,0
"34260",0,5,0,0,0,0,0,0,1,3,0,3,0,120,0,1,1,3,1,1,1
"34261",0,1,0,0,0,1,0,1,1,1,1,1,0,60,1,1,0,0,1,0,0
"34262",0,2,0,0,1,0,0,0,1,3,0,2,1,60,0,0,0,1,0,0,0
"34263",0,2,0,1,0,0,0,0,1,3,1,3,0,60,1,0,1,1,1,1,0
"34264",0,4,0,0,1,0,0,0,1,3,0,1,0,60,0,0,0,2,1,0,0
"34265",1,2,0,1,0,0,0,0,1,3,1,1,0,0,1,1,0,2,0,0,1
"34266",1,1,1,1,0,0,0,0,1,3,0,2,0,60,1,0,0,1,1,0,0
"34267",0,2,0,1,0,0,1,0,1,2,0,3,0,60,1,0,0,1,1,0,0
"34268",0,2,0,1,0,0,0,0,1,3,1,3,0,60,0,1,1,2,0,1,1
"34269",0,2,0,0,1,0,0,0,0,3,0,4,1,120,0,0,0,0,1,0,1
"34270",1,3,0,1,0,0,1,0,1,2,0,2,1,60,1,1,0,2,0,0,1
"34271",0,0,0,1,0,0,1,0,1,2,0,1,0,300,1,0,0,0,1,0,0
"34272",0,3,0,0,0,0,0,0,2,3,0,2,0,60,0,0,0,2,1,0,0
"34273",1,3,0,1,0,0,0,0,1,3,0,2,0,120,0,0,0,3,1,0,1
"34274",0,2,0,0,0,1,1,0,1,2,1,3,0,0,0,0,0,1,0,0,0
"34275",1,4,0,0,1,0,1,0,0,2,0,3,0,180,1,1,0,2,1,0,0
"34276",0,1,0,1,0,0,0,0,1,3,0,2,0,180,1,0,0,1,1,0,1
"34277",0,1,0,1,0,0,1,0,0,1,0,2,1,60,1,1,0,0,1,0,0
"34278",0,1,0,0,1,0,0,0,0,3,0,2,0,60,1,0,0,1,1,0,0
"34279",0,2,0,1,0,0,0,0,0,3,0,2,0,180,0,1,0,0,1,0,1
"34280",0,1,0,1,0,0,0,0,1,3,1,3,0,0,1,0,0,1,0,0,1
"34281",0,2,0,0,1,0,1,0,2,2,0,1,0,240,1,0,0,1,1,0,0
"34282",0,5,0,0,0,1,1,0,2,1,1,3,0,120,1,1,1,2,0,1,0
"34283",0,3,0,0,0,1,0,0,1,3,0,3,0,60,1,0,0,3,0,0,0
"34284",0,3,0,0,1,0,0,0,0,3,0,2,0,120,1,1,1,2,1,1,0
"34285",0,2,0,0,0,1,0,0,1,3,1,3,0,300,1,0,0,2,1,0,1
"34286",0,5,0,0,0,1,1,0,2,3,1,1,0,240,1,0,0,1,0,0,1
"34287",0,5,0,0,1,0,0,0,1,3,1,3,0,60,1,0,1,2,0,1,1
"34288",0,2,0,0,1,0,0,0,1,3,0,3,0,3120,1,0,0,2,1,0,0
"34289",1,3,0,0,1,0,1,0,0,2,0,2,0,180,1,0,0,2,0,0,0
"34290",0,2,0,1,0,0,0,0,1,3,1,3,1,60,1,0,1,1,0,1,1
"34291",0,2,0,0,0,1,0,0,1,3,0,1,0,120,0,1,0,1,0,0,1
"34292",0,6,0,0,0,0,0,0,1,3,1,2,1,360,1,1,0,3,0,0,0
"34293",0,0,0,0,1,0,1,0,1,2,1,2,0,60,0,0,0,0,1,0,0
"34294",0,1,1,1,0,0,0,0,1,3,1,1,1,120,0,0,0,0,1,1,0
"34295",0,3,0,0,1,0,0,0,1,3,1,4,0,60,0,0,0,1,1,0,0
"34296",0,1,1,1,0,0,0,0,2,3,1,2,0,60,0,0,0,0,0,0,0
"34297",0,4,0,0,1,0,0,0,1,3,1,3,0,180,1,0,0,2,0,0,0
"34298",1,6,0,0,0,0,0,0,0,3,0,1,0,60,0,1,1,3,0,1,0
"34299",0,4,0,0,0,0,0,0,1,3,0,1,0,0,1,1,1,1,1,1,0
"34300",0,3,0,0,0,1,0,0,0,3,0,3,0,240,1,1,1,1,1,1,1
"34301",0,1,0,0,0,1,0,0,1,3,0,2,0,60,0,0,0,1,0,0,0
"34302",1,3,0,0,1,0,1,0,1,2,1,3,1,120,0,0,0,2,0,0,0
"34303",0,2,0,1,0,0,0,0,0,3,0,3,0,180,0,1,0,1,1,0,0
"34304",0,2,0,1,0,0,0,0,1,3,1,3,0,0,1,1,0,1,1,0,0
"34305",0,2,0,0,1,0,0,0,1,3,0,1,0,180,1,0,0,1,0,0,1
"34306",0,5,0,0,0,0,0,0,2,1,1,1,0,120,1,1,0,3,0,0,1
"34307",0,3,0,0,1,0,1,0,1,2,0,1,0,11040,1,0,0,0,1,0,1
"34308",0,2,0,1,0,0,1,0,1,1,0,2,0,960,1,0,1,0,1,1,1
"34309",0,1,0,0,0,1,1,0,1,2,0,3,0,660,1,0,1,1,0,1,0
"34310",0,3,0,0,0,0,1,0,1,3,1,3,1,120,0,0,0,0,0,0,1
"34311",0,0,0,0,1,0,0,0,1,3,0,2,0,120,1,0,0,0,1,0,0
"34312",0,2,0,1,0,0,1,0,0,2,0,2,1,60,1,1,0,0,0,0,1
"34313",0,4,0,0,1,0,0,0,1,3,1,1,0,360,0,0,1,1,0,1,0
"34314",0,3,0,0,0,1,0,0,1,3,0,3,0,0,1,0,0,3,1,0,0
"34315",0,2,0,1,0,0,0,0,1,3,1,3,1,720,1,0,0,1,1,0,0
"34316",0,3,0,0,1,0,1,0,1,2,0,3,0,60,1,0,0,1,0,0,1
"34317",0,2,0,0,0,0,0,0,1,2,0,2,0,300,1,0,1,1,1,1,1
"34318",0,1,0,1,0,0,0,0,1,3,1,1,0,0,1,0,0,1,1,0,0
"34319",0,5,0,0,0,0,1,0,0,2,0,4,0,120,1,0,0,2,0,0,0
"34320",0,0,0,0,0,1,0,0,1,2,0,2,0,60,0,0,0,0,0,0,0
"34321",0,3,0,1,0,0,1,0,1,2,1,2,0,180,1,0,0,1,1,0,1
"34322",0,4,0,0,0,1,0,0,1,3,1,3,0,60,0,0,1,1,1,1,1
"34323",0,3,0,0,0,1,0,0,1,3,1,3,0,420,1,0,0,2,0,0,1
"34324",0,4,0,0,0,0,0,0,1,3,0,2,1,720,1,0,0,1,1,1,0
"34325",0,1,0,0,1,0,0,0,1,3,1,4,0,180,0,0,0,1,1,0,0
"34326",0,4,0,0,1,0,0,0,2,2,1,3,1,120,0,1,1,3,1,1,1
"34327",1,3,0,0,1,0,0,0,1,3,0,2,0,840,1,1,0,2,1,0,0
"34328",0,5,0,0,0,0,0,0,1,3,1,2,1,60,1,0,0,2,1,0,1
"34329",0,2,0,1,0,0,0,0,1,3,0,4,0,0,0,0,0,1,1,0,1
"34330",0,5,0,0,1,0,0,0,1,3,1,1,1,60,1,1,0,3,1,0,1
"34331",0,2,0,0,1,0,0,0,1,3,1,3,1,0,0,0,0,1,1,0,0
"34332",0,1,0,1,0,0,0,0,1,2,0,2,0,120,0,0,0,1,1,0,0
"34333",1,1,1,1,0,0,0,0,1,2,0,1,1,60,1,1,0,1,1,0,1
"34334",0,2,0,1,0,0,0,0,1,3,0,2,1,120,1,1,0,1,1,0,0
"34335",1,2,0,1,0,0,0,0,1,3,1,1,0,360,1,0,1,2,0,1,1
"34336",0,1,0,0,0,1,1,0,0,3,0,2,0,60,1,1,0,0,1,0,1
"34337",1,4,0,0,1,0,1,0,0,1,0,2,1,60,1,1,0,1,0,0,0
"34338",1,6,0,0,0,1,0,0,1,3,0,1,0,660,0,0,0,3,0,0,1
"34339",0,3,0,1,0,0,0,0,0,1,0,2,0,60,0,1,1,1,1,1,0
"34340",0,2,0,1,0,0,0,0,1,3,1,2,0,60,0,1,0,2,1,0,1
"34341",0,6,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,4,0,0,0
"34342",0,1,0,1,0,0,0,0,1,2,1,1,0,60,1,0,0,1,1,0,1
"34343",0,4,0,0,1,0,0,0,1,3,1,3,0,240,0,0,1,3,1,1,0
"34344",1,1,1,1,0,0,0,0,1,2,1,2,1,0,1,0,0,1,1,0,0
"34345",0,1,0,1,0,0,1,0,1,3,1,1,1,60,0,1,0,1,1,0,1
"34346",1,3,0,0,1,0,0,0,1,3,0,2,0,120,1,0,0,2,0,0,0
"34347",0,3,0,0,0,1,0,0,1,3,1,2,1,120,1,1,0,2,0,0,0
"34348",1,4,0,0,0,1,0,0,1,3,1,2,0,60,1,1,1,3,1,1,1
"34349",0,3,0,0,1,0,0,0,1,3,0,3,0,60,1,0,0,0,1,0,1
"34350",0,1,0,1,0,0,0,0,1,3,0,2,0,1140,1,0,0,0,0,0,0
"34351",1,5,0,0,0,1,0,0,1,3,1,4,0,720,1,0,0,3,0,0,1
"34352",0,4,0,0,0,0,0,0,0,3,0,3,0,60,0,1,0,0,1,0,1
"34353",0,1,1,1,0,0,1,0,0,1,0,2,0,60,1,0,0,0,1,0,0
"34354",1,2,0,1,0,0,0,0,1,3,1,1,1,300,0,1,1,2,1,1,0
"34355",1,1,0,1,0,0,0,0,1,3,1,4,0,60,0,0,0,1,1,0,1
"34356",1,5,0,0,0,0,1,0,1,2,1,2,0,60,0,1,0,2,0,0,0
"34357",0,3,0,0,0,0,1,0,1,2,0,3,0,0,0,1,1,2,1,1,1
"34358",0,1,0,0,0,0,1,0,1,2,1,3,0,120,0,0,1,0,1,1,1
"34359",1,3,0,1,0,0,1,0,1,2,1,1,1,60,0,0,0,1,0,1,1
"34360",0,1,0,1,0,0,1,0,2,1,0,3,1,60,0,0,0,0,1,0,0
"34361",0,1,0,1,0,0,1,0,0,3,0,2,0,60,0,0,0,0,1,0,0
"34362",0,2,0,0,0,1,0,0,1,3,1,4,0,1140,0,0,0,2,1,0,1
"34363",0,3,0,0,1,0,1,0,1,1,0,4,0,60,1,0,0,3,0,0,0
"34364",1,3,0,0,1,0,0,0,1,3,1,2,1,0,1,1,0,3,1,0,0
"34365",0,2,0,1,0,0,0,0,0,3,0,1,1,60,0,1,0,0,0,0,1
"34366",0,2,0,1,0,0,0,1,0,3,0,2,0,120,1,0,0,0,1,0,0
"34367",0,2,0,0,0,1,0,0,1,3,1,3,0,180,1,0,0,2,0,0,0
"34368",0,5,0,0,0,1,0,1,2,2,1,2,1,60,1,1,0,1,0,0,1
"34369",0,1,0,0,1,0,0,0,1,3,0,2,0,60,1,0,0,1,1,0,0
"34370",0,2,0,1,0,0,0,0,0,2,0,2,0,180,1,0,0,0,1,0,0
"34371",0,1,0,0,1,0,0,0,1,3,1,4,0,1020,1,0,0,1,0,0,0
"34372",0,1,0,0,1,0,1,0,0,2,0,2,0,840,0,0,0,0,1,0,0
"34373",0,3,0,0,1,0,0,0,1,3,1,1,0,60,0,0,0,3,0,0,0
"34374",1,4,0,1,0,0,0,0,1,2,1,3,1,120,1,1,1,3,1,1,0
"34375",0,4,0,0,0,1,0,0,1,3,0,1,1,60,0,1,0,3,1,0,1
"34376",1,1,1,1,0,0,0,0,1,3,1,3,0,60,0,0,0,1,1,0,1
"34377",0,4,0,0,0,0,0,0,2,1,0,3,1,17520,1,1,1,2,0,1,0
"34378",0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,2,1,1,1
"34379",0,2,0,0,0,1,1,0,1,1,0,2,1,60,0,1,1,2,0,1,0
"34380",0,2,0,0,1,0,1,0,0,2,1,1,0,60,0,1,0,0,1,0,0
"34381",0,4,0,0,1,0,1,0,2,1,0,2,0,60,1,1,0,2,0,0,0
"34382",0,7,0,0,0,0,0,0,1,3,1,1,0,120,1,0,0,1,1,0,1
"34383",0,2,0,0,0,1,1,0,1,1,0,3,0,0,0,1,1,1,1,1,0
"34384",0,3,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
"34385",0,3,0,0,1,0,0,0,1,3,1,2,1,420,0,0,0,2,1,1,0
"34386",0,1,0,1,0,0,0,0,1,3,1,3,0,60,1,0,0,1,1,0,0
"34387",1,2,0,1,0,0,0,0,1,3,0,2,1,5880,0,0,0,2,0,0,0
"34388",0,3,0,0,1,0,0,0,2,3,0,2,1,180,1,1,0,1,1,0,0
"34389",0,2,0,0,1,0,1,0,1,2,1,3,0,60,0,0,1,1,1,1,1
"34390",0,2,0,0,1,0,0,0,1,3,0,3,0,60,1,1,0,2,1,0,1
"34391",0,5,0,0,0,0,0,0,2,3,1,4,1,120,1,1,0,2,0,0,1
"34392",0,3,0,0,1,0,1,0,0,2,0,2,0,60,1,1,1,2,0,1,0
"34393",0,2,0,1,0,0,0,0,2,2,0,2,1,5820,1,0,0,1,1,1,0
"34394",0,2,0,0,0,0,0,0,2,3,0,2,0,12720,1,1,0,1,0,0,1
"34395",0,3,0,0,0,1,0,0,2,3,0,2,0,300,0,1,0,1,0,0,0
"34396",0,2,0,1,0,0,0,0,1,3,1,1,0,120,1,0,1,1,1,1,0
"34397",0,1,0,1,0,0,0,0,2,3,1,2,0,2820,1,0,0,0,0,0,0
"34398",0,5,1,0,1,0,0,0,0,3,0,1,0,60,0,1,0,1,1,0,1
"34399",1,1,1,1,0,0,1,0,2,3,0,2,1,0,1,1,0,1,0,0,0
"34400",0,3,0,0,0,0,0,0,2,3,0,1,0,300,0,0,0,1,0,0,0
"34401",0,1,0,0,0,1,0,0,1,3,1,3,0,180,0,0,1,1,1,1,0
"34402",0,0,0,0,1,0,0,0,1,3,0,4,0,180,1,0,0,0,0,0,0
"34403",0,0,1,1,0,0,0,0,1,2,0,1,0,60,1,0,0,0,0,0,0
"34404",1,4,0,0,1,0,0,0,2,3,1,2,0,180,1,0,0,1,0,0,1
"34405",0,1,0,1,0,0,0,0,0,3,0,1,1,900,1,1,0,0,0,1,0
"34406",0,2,0,0,0,1,1,0,0,2,0,1,0,60,1,1,0,1,0,0,0
"34407",1,9,0,0,0,0,0,0,2,3,1,3,0,120,1,1,0,6,1,0,1
"34408",0,4,0,1,0,0,0,0,0,1,0,2,1,60,1,1,0,1,1,0,0
"34409",0,2,0,0,1,0,0,0,1,3,0,2,0,5640,1,0,0,1,1,0,1
"34410",0,2,0,0,1,0,0,1,1,2,0,2,1,60,1,1,0,1,0,0,0
"34411",0,1,0,1,0,0,1,0,0,2,0,1,0,60,1,1,0,0,1,0,1
"34412",0,6,0,0,0,0,1,0,2,1,0,2,0,240,0,0,0,3,0,0,0
"34413",0,4,0,0,0,1,0,0,2,3,0,2,0,60,0,1,1,3,0,1,0
"34414",0,3,0,0,0,0,1,0,1,2,0,1,1,60,1,0,0,2,1,1,0
"34415",0,2,0,0,0,1,0,0,0,3,0,2,0,120,1,1,0,1,1,0,0
"34416",0,2,0,0,0,1,0,0,1,3,1,1,1,240,0,1,0,1,0,0,1
"34417",1,4,0,0,1,0,0,0,1,3,0,1,1,0,1,0,0,3,0,0,0
"34418",0,1,0,0,1,0,0,0,1,3,1,2,0,480,1,0,1,1,1,1,0
"34419",1,3,0,0,1,0,0,0,1,1,1,1,0,60,0,0,1,2,0,1,1
"34420",0,5,0,0,1,0,1,0,0,2,0,2,1,240,1,1,0,2,0,1,0
"34421",0,3,0,0,1,0,0,0,1,3,0,3,0,60,0,0,0,2,0,0,0
"34422",1,2,0,1,0,0,0,0,2,3,1,3,0,120,1,1,0,1,0,0,1
"34423",1,2,0,1,0,0,0,0,1,3,1,1,0,60,0,1,1,2,0,1,1
"34424",0,3,0,0,0,1,1,0,2,3,0,3,0,60,1,1,1,1,0,1,1
"34425",0,2,0,1,0,0,0,0,1,2,0,1,0,120,0,0,0,0,1,0,0
"34426",1,3,0,0,0,0,1,0,0,1,0,1,0,120,0,1,1,2,0,1,0
"34427",0,5,0,0,0,1,0,0,1,1,0,1,0,240,0,1,1,2,0,1,0
"34428",0,1,0,0,0,0,0,0,1,3,0,3,0,120,1,0,0,0,1,0,0
"34429",1,4,1,0,1,0,0,0,1,3,0,2,1,0,1,1,0,2,1,0,0
"34430",0,6,0,0,0,0,0,0,1,3,0,2,0,60,1,0,1,3,1,1,0
"34431",0,0,1,1,0,0,0,0,1,3,0,2,1,60,1,0,0,0,1,0,0
"34432",0,2,0,0,0,0,0,1,1,3,1,3,1,240,0,1,1,1,0,1,1
"34433",0,2,0,0,1,0,1,0,1,2,0,1,0,120,0,0,0,0,1,0,0
"34434",0,2,0,0,1,0,0,0,1,3,1,4,0,60,1,0,0,2,0,0,0
"34435",1,2,0,1,0,0,1,0,1,1,0,3,0,0,0,1,1,2,0,1,0
"34436",0,1,0,1,0,0,1,0,1,2,1,2,0,180,1,1,1,1,1,1,0
"34437",0,1,0,1,0,0,0,0,1,3,0,2,1,60,1,1,1,1,0,1,0
"34438",0,1,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0
"34439",0,0,1,1,0,0,0,0,1,3,0,1,0,60,1,0,0,0,1,0,0
"34440",0,2,0,0,0,1,0,0,2,3,0,1,0,360,0,0,0,2,0,0,1
"34441",1,3,0,1,0,0,1,0,1,2,1,3,0,300,0,0,0,3,1,0,0
"34442",1,3,0,1,0,0,1,0,1,3,0,3,0,180,1,1,0,2,1,0,1
"34443",1,2,0,1,0,0,0,0,1,3,1,2,0,600,1,1,0,2,1,0,0
